Semecarpus anacardium,South Western Ghats Moist Deciduous Forests
Sterculia villosa,South Western Ghats Moist Deciduous Forests
Syzygium gardneri,South Western Ghats Moist Deciduous Forests
Terminalia bellirica,South Western Ghats Moist Deciduous Forests
Terminalia crenulata,South Western Ghats Moist Deciduous Forests
Terminalia elliptica,South Western Ghats Moist Deciduous Forests
Terminalia paniculata,South Western Ghats Moist Deciduous Forests
Tetrameles nudiflora,South Western Ghats Moist Deciduous Forests
Viburnum acuminatum,South Western Ghats Moist Deciduous Forests
Xylia xylocarpa,South Western Ghats Moist Deciduous Forests
Artocarpus hirsutus,South Western Ghats Montane Rainforests
Calophyllum polyanthum,South Western Ghats Montane Rainforests
Canthium dicoccum,South Western Ghats Montane Rainforests
Cassine glauca,South Western Ghats Montane Rainforests
Cleidion spiciflorum,South Western Ghats Montane Rainforests
Diospyros bourdilloni,South Western Ghats Montane Rainforests
Diospyros ghatensis,South Western Ghats Montane Rainforests
Dipterocarpus bourdilloni,South Western Ghats Montane Rainforests
Dipterocarpus indicus,South Western Ghats Montane Rainforests
Elaeocarpus serratus,South Western Ghats Montane Rainforests
Euodia lunu-ankenda,South Western Ghats Montane Rainforests
Fahrenheitia zeylanica,South Western Ghats Montane Rainforests
Ficus amplissima,South Western Ghats Montane Rainforests
Ficus drupacea,South Western Ghats Montane Rainforests
Ficus microcarpa,South Western Ghats Montane Rainforests
Ficus tsjahela,South Western Ghats Montane Rainforests
Garcinia gummi-gutta,South Western Ghats Montane Rainforests
Gluta travancorica*,South Western Ghats Montane Rainforests
Harpullia arborea,South Western Ghats Montane Rainforests
Hopea parviflora,South Western Ghats Montane Rainforests
Kingiodendron pinnatum,South Western Ghats Montane Rainforests
Knema attenuata,South Western Ghats Montane Rainforests
Margaritaria indica,South Western Ghats Montane Rainforests
Nothopegia beddomei,South Western Ghats Montane Rainforests
Phoebe paniculata,South Western Ghats Montane Rainforests
Schefflera wallichiana,South Western Ghats Montane Rainforests
Vateria indica,South Western Ghats Montane Rainforests
Xanthophyllum flavescens,South Western Ghats Montane Rainforests
Aglaia elaeagnoidea,South Western Ghats Montane Rainforests
Alseodaphne semecarpifolia,South Western Ghats Montane Rainforests
Artocarpus heterophyllus,South Western Ghats Montane Rainforests
Bombax ceiba,South Western Ghats Montane Rainforests
Calophyllum austroindicum,South Western Ghats Montane Rainforests
Calophyllum polyanthum,South Western Ghats Montane Rainforests
Canarium strictum,South Western Ghats Montane Rainforests
Cinnamomum malabathrum,South Western Ghats Montane Rainforests
Cullenia exarillata,South Western Ghats Montane Rainforests
Diospyros malabarica,South Western Ghats Montane Rainforests
Dysoxylum malabaricum,South Western Ghats Montane Rainforests
Elaeocarpus munronii,South Western Ghats Montane Rainforests
Ficus exasperata,South Western Ghats Montane Rainforests
Ficus microcarpa,South Western Ghats Montane Rainforests
Ficus nervosa,South Western Ghats Montane Rainforests
Ficus simplicifolia,South Western Ghats Montane Rainforests
Ficus tinctoria,South Western Ghats Montane Rainforests
Heritiera papilio,South Western Ghats Montane Rainforests
Holigarna nigra,South Western Ghats Montane Rainforests
Hydnocarpus alpina,South Western Ghats Montane Rainforests
Mesua ferrea,South Western Ghats Montane Rainforests
Myristica dactyloides,South Western Ghats Montane Rainforests
Neolitsea zeylanica,South Western Ghats Montane Rainforests
Ormosia travancorica,South Western Ghats Montane Rainforests
Palaquium ellipticum,South Western Ghats Montane Rainforests
Persea macrantha,South Western Ghats Montane Rainforests
Syzygium densiflorum,South Western Ghats Montane Rainforests
Syzygium gardneri,South Western Ghats Montane Rainforests
Turpinia malabarica,South Western Ghats Montane Rainforests
Aglaia elaeagnoidea,South Western Ghats Montane Rainforests
Alseodaphne semecarpifolia,South Western Ghats Montane Rainforests
Artocarpus heterophyllus,South Western Ghats Montane Rainforests
Bombax ceiba,South Western Ghats Montane Rainforests
Calophyllum austroindicum,South Western Ghats Montane Rainforests
Calophyllum polyanthum,South Western Ghats Montane Rainforests
Canarium strictum,South Western Ghats Montane Rainforests
Cinnamomum malabathrum,South Western Ghats Montane Rainforests
Cullenia exarillata,South Western Ghats Montane Rainforests
Diospyros malabarica,South Western Ghats Montane Rainforests
Dysoxylum malabaricum,South Western Ghats Montane Rainforests
Elaeocarpus munronii,South Western Ghats Montane Rainforests
Ficus exasperata,South Western Ghats Montane Rainforests
Ficus microcarpa,South Western Ghats Montane Rainforests
Ficus nervosa,South Western Ghats Montane Rainforests
Ficus simplicifolia,South Western Ghats Montane Rainforests
Ficus tinctoria,South Western Ghats Montane Rainforests
Heritiera papilio,South Western Ghats Montane Rainforests
Holigarna nigra,South Western Ghats Montane Rainforests
Hydnocarpus alpina,South Western Ghats Montane Rainforests
Mesua ferrea,South Western Ghats Montane Rainforests
Myristica dactyloides,South Western Ghats Montane Rainforests
Neolitsea zeylanica,South Western Ghats Montane Rainforests
Ormosia travancorica,South Western Ghats Montane Rainforests
Palaquium ellipticum,South Western Ghats Montane Rainforests
Persea macrantha,South Western Ghats Montane Rainforests
Syzygium densiflorum,South Western Ghats Montane Rainforests
Syzygium gardneri,South Western Ghats Montane Rainforests
Turpinia malabarica,South Western Ghats Montane Rainforests
